ts,numsurveys,numrespondents,mipds_101_1,mipds_102_1,mipds_103_1,mipds_105_1,mipds_109_1,mipds_110_1,mipds_203_1,mipds_204_1,mipds_207_1,mipds_308_1,mipds_309_1,mipds_401_1,mipds_404_1,mipds_503_1,mipds_509_1,mipds_601_1,mipds_602_1,mipds_603_1,mipds_605_1,mipds_610_1,mipds_804_1,mipds_901_1,mipds_1001_1,mipds_1011_1,mipds_1012_1,mipds_101_2,mipds_102_2,mipds_103_2,mipds_105_2,mipds_109_2,mipds_110_2,mipds_203_2,mipds_204_2,mipds_207_2,mipds_308_2,mipds_309_2,mipds_401_2,mipds_404_2,mipds_503_2,mipds_509_2,mipds_601_2,mipds_602_2,mipds_603_2,mipds_605_2,mipds_610_2,mipds_804_2,mipds_901_2,mipds_1001_2,mipds_1011_2,mipds_1012_2,mipds_101_3,mipds_102_3,mipds_103_3,mipds_105_3,mipds_109_3,mipds_110_3,mipds_203_3,mipds_204_3,mipds_207_3,mipds_308_3,mipds_309_3,mipds_401_3,mipds_404_3,mipds_503_3,mipds_509_3,mipds_601_3,mipds_602_3,mipds_603_3,mipds_605_3,mipds_610_3,mipds_804_3,mipds_901_3,mipds_1001_3,mipds_1011_3,mipds_1012_3,mipde_101_1,mipde_102_1,mipde_103_1,mipde_105_1,mipde_108_1,mipde_109_1,mipde_110_1,mipde_501_1,mipde_502_1,mipde_504_1,mipde_101_2,mipde_102_2,mipde_103_2,mipde_105_2,mipde_108_2,mipde_109_2,mipde_110_2,mipde_501_2,mipde_502_2,mipde_504_2,mipde_101_3,mipde_102_3,mipde_103_3,mipde_105_3,mipde_108_3,mipde_109_3,mipde_110_3,mipde_501_3,mipde_502_3,mipde_504_3,mipdfp_506_1,mipdfp_601_1,mipdfp_602_1,mipdfp_603_1,mipdfp_604_1,mipdfp_605_1,mipdfp_606_1,mipdfp_608_1,mipdfp_610_1,mipdfp_701_1,mipdfp_702_1,mipdfp_506_2,mipdfp_601_2,mipdfp_602_2,mipdfp_603_2,mipdfp_604_2,mipdfp_605_2,mipdfp_606_2,mipdfp_608_2,mipdfp_610_2,mipdfp_701_2,mipdfp_702_2,mipdfp_506_3,mipdfp_601_3,mipdfp_602_3,mipdfp_603_3,mipdfp_604_3,mipdfp_605_3,mipdfp_606_3,mipdfp_608_3,mipdfp_610_3,mipdfp_701_3,mipdfp_702_3,mipdsp_201_1,mipdsp_202_1,mipdsp_203_1,mipdsp_204_1,mipdsp_205_1,mipdsp_207_1,mipdsp_208_1,mipdsp_210_1,mipdsp_211_1,mipdsp_212_1,mipdsp_217_1,mipdsp_201_2,mipdsp_202_2,mipdsp_203_2,mipdsp_204_2,mipdsp_205_2,mipdsp_207_2,mipdsp_208_2,mipdsp_210_2,mipdsp_211_2,mipdsp_212_2,mipdsp_217_2,mipdsp_201_3,mipdsp_202_3,mipdsp_203_3,mipdsp_204_3,mipdsp_205_3,mipdsp_207_3,mipdsp_208_3,mipdsp_210_3,mipdsp_211_3,mipdsp_212_3,mipdsp_217_3,mipd_1_1,mipd_2_1,mipd_3_1,mipd_4_1,mipd_5_1,mipd_6_1,mipd_7_1,mipd_8_1,mipd_9_1,mipd_10_1,mipd_11_1,mipd_12_1,mipd_13_1,mipd_14_1,mipd_15_1,mipd_1_2,mipd_2_2,mipd_3_2,mipd_4_2,mipd_5_2,mipd_6_2,mipd_7_2,mipd_8_2,mipd_9_2,mipd_10_2,mipd_11_2,mipd_12_2,mipd_13_2,mipd_14_2,mipd_15_2,mipd_1_3,mipd_2_3,mipd_3_3,mipd_4_3,mipd_5_3,mipd_6_3,mipd_7_3,mipd_8_3,mipd_9_3,mipd_10_3,mipd_11_3,mipd_12_3,mipd_13_3,mipd_14_3,mipd_15_3,cap_1_1,cap_2_1,cap_3_1,cap_4_1,cap_5_1,cap_6_1,cap_7_1,cap_8_1,cap_9_1,cap_10_1,cap_12_1,cap_13_1,cap_14_1,cap_15_1,cap_16_1,cap_17_1,cap_18_1,cap_19_1,cap_20_1,cap_21_1,cap_22_1,cap_23_1,cap_24_1,cap_1_2,cap_2_2,cap_3_2,cap_4_2,cap_5_2,cap_6_2,cap_7_2,cap_8_2,cap_9_2,cap_10_2,cap_12_2,cap_13_2,cap_14_2,cap_15_2,cap_16_2,cap_17_2,cap_18_2,cap_19_2,cap_20_2,cap_21_2,cap_22_2,cap_23_2,cap_24_2,cap_1_3,cap_2_3,cap_3_3,cap_4_3,cap_5_3,cap_6_3,cap_7_3,cap_8_3,cap_9_3,cap_10_3,cap_12_3,cap_13_3,cap_14_3,cap_15_3,cap_16_3,cap_17_3,cap_18_3,cap_19_3,cap_20_3,cap_21_3,cap_22_3,cap_23_3,cap_24_3
1973,5,7494,6.89,4.252,22.608,0,6.89,.237,.337,.24,1.987,1.06,1.8,4.929,6.231,0,0,1.483,.102,.97,1.345,9.056,.406,2.488,0,.215,0,6.952,3.051,22.002,0,6.952,.188,.277,.031,2.124,1.023,1.914,3.449,5.879,0,0,1.971,.104,.815,1.193,7.83,.862,4.78,0,.311,0,6.865,2.014,22.291,0,6.865,.535,.529,.191,1.207,.768,1.666,4.444,6.355,0,0,2.131,.269,.974,1.444,7.372,.766,4.17,0,.292,0,6.89,4.252,22.608,0,0,6.89,.237,0,0,.512,6.952,3.051,22.002,0,0,6.952,.188,0,0,.371,6.865,2.014,22.291,0,0,6.865,.535,0,0,.298,0,1.483,.102,.97,0,1.345,0,.41,9.056,0,0,0,1.971,.104,.815,.028,1.193,0,.527,7.83,0,0,0,2.131,.269,.974,0,1.444,0,.569,7.372,0,0,.264,.79,.337,.24,.407,1.987,0,0,.26,0,1.269,.36,1.087,.277,.031,.186,2.124,0,0,.289,0,1.251,.043,2.244,.529,.191,.224,1.207,0,0,.015,0,1.167,41.389999,5.5539999,3.569,13.467,.97399998,13.365,0,3.1659999,3.5510001,8.4560003,1.265,0,1.869,0,3.3729999,39.514999,5.6059999,3.865,12.045,.80900002,12.468,0,5.1680002,6.0190001,9.375,1.1059999,0,1.972,0,2.0510001,38.867001,5.619,3.3570001,12.864,.78600001,12.76,0,5.1079998,5.8369999,8.1169996,1.5470001,0,2.119,0,3.02,41.389999,3.569,.31299999,.33700001,.171,.33700001,2.102,.70499998,0,.004,14.489,3.326,.51999998,.87099999,3.543,.125,0,10.948,8.4560003,0,5.4200001,0,3.3729999,39.514999,3.865,.076,.391,.063,.27700001,3.316,1.27,0,.07,13.043,3.448,.579,.95300001,3.3399999,.047,0,10.329,9.375,0,7.9910002,0,2.0510001,38.867001,3.3570001,.34299999,.43000001,.25799999,.52899998,3.7709999,1.081,0,.028,13.999,3.6830001,.029,.55400002,3.8469999,.057,0,10.072,8.1169996,0,7.9569998,0,3.02
1974,6,9240,9.955,2.025,39.972,.772,7.563,.086,.139,.063,.58,.221,.393,1.823,.962,.013,0,1.795,.005,.358,.716,.079,2.869,1.312,.122,.308,1.48,8.172,1.304,35.809,1.5,7.123,.337,.301,.161,.62,.156,.254,1.685,.862,.019,.081,1.113,0,.275,.615,0,2.69,2.783,.214,.274,1.716,9.231,1.662,40.224,1.277,7.665,.788,.156,.3,.359,.152,.259,2.078,.468,.039,.053,1.329,.072,.625,.706,.015,2.284,2.374,.089,.151,.774,9.955,2.025,39.972,.772,.06,7.563,.086,0,.013,.042,8.172,1.304,35.809,1.5,.038,7.123,.337,.019,.019,.17,9.231,1.662,40.224,1.277,.022,7.665,.788,.033,.039,.227,0,1.942,.005,.358,0,.716,.003,.443,.079,.039,0,.011,1.537,0,.275,.002,.615,0,.319,0,0,0,.041,1.462,.072,.625,0,.706,.027,.343,.015,0,0,.187,.217,.139,.063,.137,.58,0,.049,.008,.003,.076,.293,.709,.301,.161,.042,.62,0,.141,.097,0,.156,.394,.459,.156,.3,.158,.359,0,.044,.048,.013,.383,60.577,1.46,.81900001,4.4710002,.537,3.546,.039,9.0760002,1.881,11.497,.412,0,1.449,.419,3.819,54.449001,2.5190001,.51999998,3.95,.722,2.7479999,0,8.8459997,3.767,13.987,.86400002,0,1.781,.829,5.0170002,61.07,2.3150001,.57599998,4.3509998,.59899998,3.2490001,0,7.1560001,3.516,9.4350004,.85600001,.011,1.274,.2,5.3930001,60.442001,.81900001,.085,.48100001,.273,.139,.85100001,8.052,0,.014,4.8150001,1.062,.014,.211,1.082,0,0,2.503,11.497,.092,3.3299999,.419,3.819,54.487,.51999998,.25999999,.41999999,.23800001,.301,.88099998,7.6929998,.081,.03,4.6729999,1.676,.19400001,.39300001,.903,.014,0,1.8559999,13.987,0,5.5479999,.829,5.0170002,61.111,.58700001,.34299999,.24699999,.31600001,.156,.417,6.5469999,.053,.147,5.0640001,1.434,.082,.38699999,1.471,0,0,1.819,9.4350004,0,4.789,.2,5.3930001
1975,3,4592,10.4,10.042,37.386,5.749,2.991,.263,.065,.048,.84,.389,.336,3.238,.879,0,0,1.205,.048,.265,.691,0,1.926,2.855,0,.071,.564,9.767,6.798,35.007,4.264,2.688,.088,.247,.018,.725,.469,.421,2.604,.879,0,0,2.276,.101,.31,.674,0,2.395,3.267,0,.238,.924,10.007,7.317,34.565,4.675,2.792,.776,.101,.045,.69,.431,.252,2.915,1.496,0,0,1.756,.391,.27,.608,0,1.794,4.588,0,.043,.473,10.4,10.042,37.386,5.749,0,2.991,.263,0,0,.524,9.767,6.798,35.007,4.264,0,2.688,.088,0,0,1.684,10.007,7.317,34.565,4.675,0,2.792,.776,0,0,1.663,0,1.205,.048,.265,0,.691,0,.493,0,0,0,0,2.276,.101,.31,0,.674,0,.791,0,0,0,0,1.756,.391,.27,0,.608,0,.616,0,0,0,.089,.059,.065,.048,.028,.84,0,0,.065,0,.201,.03,.315,.247,.018,.012,.725,0,0,.018,0,.097,.157,.084,.101,.045,.223,.69,0,0,.015,0,.203,66.850998,1.3940001,.83600003,5.4530001,.79400003,2.701,0,5.105,4.9330001,6.506,.79799998,0,1.76,0,2.869,58.867001,1.461,.94300002,5.6170001,1.966,4.1529999,0,6.3130002,5.3839998,9.8610001,1.125,0,1.909,0,2.4000001,60.519001,1.518,.78799999,6.0229998,1.756,3.6400001,0,5.5229998,8.335,6.4130001,.824,0,2.2279999,0,2.431,66.850998,.83600003,.29899999,.234,.041,.065,.248,4.4130001,.009,0,5.9580002,1.6210001,.154,.46700001,1.003,.036,0,1.698,6.506,0,6.6929998,0,2.869,58.867001,.94300002,.094,.27700001,.114,.24699999,.62199998,5.342,0,0,6.552,2.5780001,.047,.60500002,1.085,.005,0,3.0669999,9.8610001,0,7.2919998,0,2.4000001,60.519001,.78799999,.045,.082,.05,.101,1.035,4.0650001,0,.134,6.7969999,2.4749999,.039,.81099999,1.268,.011,0,2.372,6.4130001,0,10.563,0,2.431
1976,2,3302,8.391,20.849,27.853,5.2,1.019,.2,.335,.449,.873,.34,.331,5.449,.984,.072,0,1.572,.273,.673,1.109,.294,2.365,1.735,.177,.223,0,8.866,14.201,29.937,4.123,.714,.017,.013,.289,.353,.777,.329,6.427,.753,.179,.159,2.841,.479,.403,.918,.35,2.932,3.045,.265,.246,0,11.384,14.122,29.308,5.309,.4,.539,.255,.375,.554,.374,.235,5.145,.749,.13,.104,2.847,.728,.626,1.379,.03,1.816,3.18,.182,.592,.07,8.391,20.849,27.853,5.2,.072,1.019,.2,.072,.072,1.618,8.866,14.201,29.937,4.123,0,.714,.017,.179,.179,1.583,11.384,14.122,29.308,5.309,0,.4,.539,.087,.13,2.996,.298,1.662,.273,.673,.01,1.109,.022,.603,.294,.072,.181,.151,2.841,.479,.403,0,.918,0,1.484,.35,0,.331,.577,2.951,.728,.626,0,1.379,.017,.907,.03,0,.131,4.123,1.248,.335,.449,.111,.873,.12,.03,.087,0,.115,2.698,1.071,.013,.289,0,.353,.106,0,0,0,.364,2.396,1.31,.255,.375,.39,.554,.174,.035,.012,0,.054,63.798,7.4910002,.78200001,7.079,2.2620001,4.6459999,.25299999,4.4899998,2.5899999,3.744,.23999999,0,1.345,0,1.279,58.099998,4.8940001,1.183,8.0810003,2.691,6.4749999,.331,5.691,4.1059999,4.4120002,.146,0,1.826,0,2.0639999,61.637001,5.553,.66100001,6.5229998,4.1269999,6.638,.131,3.4119999,4.4489999,3.658,.13,0,2.1930001,0,.88700002,64.285004,.78200001,.57599998,.48199999,4.1529999,.33500001,1.049,3.267,0,0,7.1929998,3.188,.12899999,.38800001,2.385,.019,.18099999,2.631,3.744,0,3.9349999,0,1.279,58.900002,1.183,.31200001,.479,2.698,.013,1.427,4.0180001,.15899999,0,8.2040005,2.642,0,.486,1.951,.113,.331,4.6750002,4.4120002,0,5.9320002,0,2.0639999,63.014999,.66100001,.43399999,.80900002,2.3729999,.255,.91399997,2.4990001,.104,0,6.5939999,3.244,.035,.53100002,3.3269999,0,.131,3.888,3.658,0,6.6420002,0,.88700002
1977,2,2966,6.397,10.035,20.983,10.035,0,.301,.119,.24,1.037,.79,1.055,5.267,1.148,0,0,2.353,.971,.652,2.159,0,9.904,2.146,0,.007,0,7.15,7.735,23.243,7.735,0,.084,.288,.227,.845,.923,.995,3.824,1.679,0,0,1.753,.93,.759,1.807,0,10.664,3.549,0,.014,0,8.181,6.049,26.024,6.049,0,.953,.388,.046,.223,.454,.389,4.208,.685,0,0,2.612,2.791,.594,1.546,0,7.211,3.612,0,0,0,6.397,10.035,20.983,10.035,0,0,.301,0,0,2.799,7.15,7.735,23.243,7.735,0,0,.084,0,0,2.972,8.181,6.049,26.024,6.049,0,0,.953,0,0,3.934,.141,2.353,.971,.652,0,2.159,0,1.075,0,0,0,.146,1.753,.93,.759,0,1.807,0,.877,0,0,0,.407,2.612,2.791,.594,0,1.546,0,1.306,0,0,0,.23,0,.119,.24,.438,1.037,0,.374,.138,0,.477,.291,0,.288,.227,.314,.845,0,.471,.176,0,.471,.063,0,.388,.046,.755,.223,0,.094,.063,0,1.007,47.958,3.053,2.0079999,7.98,3.142,7.21,0,15.876,3.6370001,2.1630001,.102,0,1.806,0,5.0650001,46.075001,3.082,1.959,7.2639999,3.029,6.125,0,18.141001,5.4429998,2.5079999,.22400001,0,1.439,0,4.71,47.974998,2.6370001,.963,5.816,3.934,8.8479996,0,12.296,5.9559999,1.6,.37400001,0,3.4879999,0,6.1110001,48.333,2.0079999,.315,.34299999,0,.119,.71799999,14.856,0,.049,8.007,4.402,.31900001,.50800002,3.9230001,0,0,3.428,2.1630001,0,5.4429998,0,5.0650001,46.743999,1.959,.45699999,.058,0,.28799999,1.3839999,15.996,0,0,7.2579999,4.1279998,.46700001,.88800001,3.642,0,0,2.6300001,2.5079999,0,6.882,0,4.71,48.5,.963,.046,0,0,.38800001,1.2589999,10.816,0,0,6.1900001,4.3639998,.125,.93900001,5.3379998,0,0,3.9170001,1.6,0,9.4440002,0,6.1110001
1978,6,9147,10.784,4.697,41.39,7.978,.356,.648,.418,.289,.961,.574,.533,2.605,.932,.042,0,2.055,.6,.488,1.724,.073,4.528,2.424,.049,.06,0,10.858,3.428,41.166,5.661,.432,.529,.295,.202,.939,.57,.578,2.16,.57,.09,0,2.34,.859,.693,1.452,.101,4.938,2.611,.072,.045,.072,11.722,2.443,44.42,5.191,.402,1.369,.227,.118,.385,.349,.371,2.031,.439,.092,0,3.029,.958,.291,.852,.029,5.2,2.335,.063,.099,0,10.784,4.697,41.39,7.978,.054,.356,.648,.042,.042,1.632,10.858,3.428,41.166,5.661,.024,.432,.529,.09,.09,2.367,11.722,2.443,44.42,5.191,.013,.402,1.369,.084,.092,2.875,.04,2.055,.6,.488,.021,1.724,.026,.74,.073,.021,.072,.22,2.34,.859,.693,.021,1.452,.035,1.083,.101,0,.096,.265,3.029,.958,.291,.014,.852,.029,1.17,.029,.123,.092,.327,.326,.418,.289,.19,.961,.063,0,.128,.004,.524,.441,.509,.295,.202,.138,.939,.072,0,.174,0,.179,.077,.318,.227,.118,.179,.385,.033,0,.027,0,.279,66.237,3.2320001,1.138,4.5780001,1.825,5.7280002,.093,7.5310001,3.516,2.256,.23100001,.013,1.035,0,2.5880001,62.626999,2.95,1.224,3.875,2.7709999,6.5840001,.096,8.2880001,3.869,3.177,.114,.079,1.473,0,2.8740001,66.223,1.6440001,.71899998,3.3959999,3.0840001,6.3730001,.215,8.2110004,3.608,3.6099999,.38299999,.017,.52100003,0,1.9960001,66.792999,1.147,.361,.107,.278,.41800001,.71700001,6.652,0,0,4.7360001,2.872,.236,.38800001,2.921,.002,.072,2.8889999,2.256,.015,4.5510001,0,2.5880001,63.577,1.289,.24699999,.148,.2,.29499999,.61199999,7.283,0,.058,3.944,2.822,.366,.77600002,3.279,.075,.096,3.5239999,3.177,.014,5.342,0,2.8740001,67.361,.736,.19400001,.033,.04,.227,.44100001,7.6490002,0,0,3.7030001,2.3870001,.077,.565,2.4100001,0,.114,4.3280001,3.6099999,0,4.1290002,0,1.9960001
1979,5,7362,10.82,1.999,36.916,3.203,0,.307,.161,.022,.404,.209,.209,1.871,.64,0,.031,2.221,.358,.393,1.382,.311,15.16,3.394,0,0,0,11.631,1.208,35.732,2.262,0,.082,.136,.064,.827,.281,.256,.993,.393,0,.024,2.272,.394,.349,1.155,.252,17.604,3.796,0,0,0,12.83,1.164,37.205,1.949,0,.258,.043,.097,.191,.182,.179,.959,.498,0,.02,2.561,.702,.468,1.463,.299,13.99,4.477,0,0,0,10.82,1.999,36.916,3.203,0,0,.307,0,0,1.017,11.631,1.208,35.732,2.262,0,0,.082,0,0,1.067,12.83,1.164,37.205,1.949,0,0,.258,0,0,1.399,.03,2.221,.358,.393,0,1.382,.177,.778,.311,0,0,.019,2.272,.394,.349,0,1.155,.094,.783,.252,0,0,.047,2.561,.702,.468,0,1.463,.147,.877,.299,0,0,.654,0,.161,.022,.04,.404,0,0,.106,0,.705,.608,0,.136,.064,.042,.827,0,0,.074,0,.183,.459,0,.043,.097,0,.191,0,0,0,0,.44,53.307999,2.0929999,.417,3.0550001,1.079,5.619,0,20.351999,4.8990002,3.9360001,.34299999,0,1.638,0,3.2609999,51.105,1.934,.537,2.036,1.11,5.2979999,0,23.597,5.507,4.6469998,.428,0,1.17,0,2.6300001,53.494999,1.229,.361,2.0179999,1.466,6.5159998,0,18.906,6.2839999,4.2319999,.257,0,2.0420001,0,3.194,53.643002,.417,.099,0,0,.161,.32699999,19.830999,.31299999,.039,3.322,1.965,.212,.23999999,2.339,.03,0,3.309,3.9360001,.017,6.5370002,0,3.2609999,51.435001,.537,.15700001,0,0,.13600001,.27599999,23.033001,.14,.035,2.3699999,1.962,.148,.42500001,2.01,.019,0,3.3069999,4.6469998,.055,6.677,0,2.6300001,54.389,.361,.162,0,0,.043,.1,18.657,.264,.013,2.21,1.202,0,.237,2.826,.047,0,3.737,4.2319999,0,8.3269997,0,3.194
1980,15,21061,18.171,3.645,31.277,4.53,1.586,.137,.09,.094,.134,.13,.097,.561,.213,.035,.195,4.008,.741,.669,2.807,5.887,4.724,.875,.009,.636,.625,17.477,2.845,30.25,3.563,2.088,.099,.039,.081,.228,.069,.046,.564,.215,.008,.192,4.88,.701,.91,2.808,5.83,4.374,.925,.004,1.057,.973,18.876,2.197,32.809,2.871,1.504,.079,.022,.032,.175,.04,.045,.402,.265,.048,.108,5.902,1.191,.664,2.437,4.993,4.009,1.132,.002,1.079,1.039,18.171,3.645,31.277,4.53,0,1.586,.137,.035,.035,.643,17.477,2.845,30.25,3.563,.007,2.088,.099,.008,.008,.675,18.876,2.197,32.809,2.871,.008,1.504,.079,.048,.048,1.426,.139,4.015,.741,.669,2.2,2.807,3.17,.462,5.887,.009,.075,.175,4.88,.701,.91,1.861,2.808,3.053,.638,5.83,0,.09,.208,5.902,1.191,.664,1.74,2.437,2.643,.703,4.993,.014,.044,.378,.182,.09,.094,.044,.134,.018,.002,.071,.002,.288,.356,.135,.039,.081,.03,.228,0,0,.077,0,.354,.179,.122,.022,.032,.018,.175,0,0,.022,0,.241,59.492001,1.302,.23199999,1.42,.921,19.950001,.084,5.7950001,1.351,2.925,.094,0,2.6270001,0,3.8069999,56.438,1.3,.14,1.4809999,.94700003,20.681,.09,5.4419999,1.572,4.8870001,.027,0,2.902,0,4.0929999,58.516998,.81,.085,1.299,1.683,20.273001,.058,4.8730001,1.831,4.9660001,.065,.007,2.72,0,2.813,59.751999,.23199999,.123,0,.17200001,.09,.168,5.592,.38100001,.022,1.485,.79900002,.14399999,.119,9.7349997,.013,.075,10.372,2.925,.015,3.9779999,0,3.8069999,56.542,.14,.149,.034,.141,.039,.114,5.3270001,.45100001,.017,1.441,.90399998,.163,.11,9.5080004,.03,.09,11.348,4.8870001,0,4.474,0,4.0929999,59.205002,.092,.087,.037,.068,.022,.077,4.7670002,.28400001,.009,1.308,.949,.051,.15899999,8.8830004,.016,.044,11.613,4.9660001,.001,4.552,0,2.813
1981,9,13202,20.394,6.448,36.859,4.23,.502,.178,.011,.009,.448,.137,.228,2.392,.405,0,.087,3.204,.623,.218,2.198,1.09,2.725,2.15,0,.354,.779,19.474,5.909,35.028,3.427,1.001,.188,.007,0,.338,.14,.245,1.77,.279,0,.064,3.31,.686,.228,2.223,1.178,2.388,3.463,0,.429,.313,21.852,4.26,39.131,2.69,.604,.171,.032,0,.308,.046,.093,2.074,.379,0,.065,3.402,1.271,.218,2.168,1.088,2.744,3.074,0,.514,.224,20.394,6.448,36.859,4.23,0,.502,.178,0,0,.896,19.474,5.909,35.028,3.427,0,1.001,.188,0,0,.953,21.852,4.26,39.131,2.69,0,.604,.171,0,0,1.472,.057,3.204,.623,.218,0,2.198,.092,.151,1.09,0,0,.069,3.31,.686,.228,0,2.223,.013,.162,1.178,0,0,.155,3.402,1.271,.218,0,2.168,0,.225,1.088,0,0,1.736,.119,.011,.009,.133,.448,0,0,.029,0,.252,1.875,.138,.007,0,.008,.338,0,0,.006,0,.265,1.534,.119,.032,0,.009,.308,0,0,0,0,.224,69.051003,2.7360001,.368,3.0910001,1.043,7.5760002,0,3.247,2.5969999,3.411,0,0,2.635,0,4.2449999,65.542,2.638,.38600001,2.3269999,1.072,7.8000002,0,2.8989999,4.1690001,4.223,.048,0,3.727,0,5.1700001,69.402,2.2260001,.156,2.6429999,1.65,8.3719997,0,3.26,3.7060001,2.9070001,.022,0,2.132,0,3.5239999,69.182999,.368,.031,0,0,.011,.098,3.109,.175,0,3.069,2.8380001,.058,.48100001,3.188,.06,0,4.4450002,3.411,0,5.2319999,0,4.2449999,65.734001,.38600001,.023,0,0,.007,.107,2.7409999,.12800001,.004,2.352,2.7260001,.013,.56599998,3.2190001,.055,0,4.6500001,4.223,0,7.8959999,0,5.1700001,69.732002,.156,.026,0,0,.032,.075,3.1329999,.13,0,2.6389999,2.4219999,0,.74599999,3.812,.113,0,4.7150002,2.9070001,0,5.8379998,0,3.5239999
1982,10,15578,14.234,34.253,17.859,1.268,.538,.178,.012,.55,1.278,.058,.133,2.106,.06,.049,0,2.73,.535,1.468,3.144,.448,.667,1.563,.004,.035,1.548,14.754,25.419,19.243,1.427,.743,.122,0,.326,.849,.029,.083,2.037,.025,.211,0,3.572,.377,1.813,3.679,.568,.405,2.413,0,.159,.831,16.145,25.453,21.105,1.18,.574,.134,.02,.276,.471,.043,.129,1.907,.048,.251,.02,3.673,1.046,1.41,3.068,.65,.739,1.855,.009,.159,.477,14.234,34.253,17.859,1.268,.005,.538,.178,.082,.049,1.487,14.754,25.419,19.243,1.427,.018,.743,.122,.305,.211,2.086,16.145,25.453,21.105,1.18,.004,.574,.134,.312,.251,3.051,.403,2.747,.535,1.468,.007,3.144,.012,.071,.448,0,.096,.42,3.611,.377,1.813,.008,3.679,.021,.191,.568,0,.008,.775,3.688,1.046,1.41,.006,3.068,.022,.038,.65,0,.062,1.428,.433,.012,.55,.196,1.278,.012,.006,.044,.005,.393,1.195,.228,0,.326,.119,.849,.035,.013,0,0,.364,1.028,.351,.02,.276,.095,.471,0,.005,0,0,.219,69.940002,4.355,.2,2.2079999,1.806,8.4329996,.096,.74400002,2.0109999,3.2650001,.012,0,3.5810001,0,3.3510001,64.176003,3.1289999,.21699999,2.1670001,2.983,10.268,.008,.49200001,3.168,3.1900001,0,0,5.8600001,0,4.3410001,68.017998,2.4630001,.18099999,1.983,4.0609999,9.9280005,.062,.861,2.6359999,1.931,.005,0,5.3709998,0,2.5,70.829002,.2,.55699998,.046,.70300001,.012,.019,.71499997,.046,.02,2.2130001,3.033,.101,.213,5.5799999,.141,.096,3.267,3.2650001,.001,5.5910001,0,3.3510001,65.744003,.21699999,.32600001,.123,.56699997,0,0,.49200001,.15899999,.026,2.1670001,2.1860001,.053,.426,6.3179998,.25799999,.008,4.3699999,3.1900001,0,9.0279999,0,4.3410001,70.144997,.18099999,.28099999,.118,.48500001,.02,0,.861,.02,0,1.983,1.951,.044,.39899999,6.3270001,.30899999,.062,4.3759999,1.931,0,8.007,0,2.5
1983,7,10231,8.569,38.191,10.319,.318,1.512,0,0,0,1.083,.047,.093,1.821,0,0,.059,5.9,1.181,4.327,5.862,1.174,.333,2.299,0,.138,1.083,7.611,29.805,10.684,.559,1.752,0,0,0,.771,0,0,1.43,0,0,.058,6.498,1.374,5.092,7.136,1.537,.24,4.078,0,0,.771,10.061,27.906,9.952,.509,1.199,0,0,0,.766,.046,.093,2.23,0,0,.052,7.626,2.631,4.504,6.059,1.6,.44,3.409,0,.201,.766,8.569,38.191,10.319,.318,0,1.512,0,.254,0,1.664,7.611,29.805,10.684,.559,0,1.752,0,.152,0,2.516,10.061,27.906,9.952,.509,0,1.199,0,.392,0,3.135,.353,5.9,1.181,4.327,0,5.862,0,0,1.174,0,0,.53,6.498,1.374,5.092,0,7.136,0,0,1.537,0,0,.63,7.626,2.631,4.504,0,6.059,0,0,1.6,0,0,2.341,0,0,0,0,1.083,0,0,0,0,0,2.051,0,0,0,0,.771,0,0,0,0,0,1.924,0,0,0,0,.766,0,0,0,0,0,59.473,3.424,.14,1.821,2.2420001,18.444,0,.55500001,3.3380001,2.8340001,0,0,3.724,0,4.0040002,51.199001,2.823,0,1.4299999,3.184,21.638,0,.498,5.4720001,3.326,0,0,5.0669999,0,5.3629999,51.150002,2.6900001,.139,2.23,4.1079998,22.42,0,.84399998,5.0630002,3.0929999,0,0,4.3990002,0,3.8629999,60.509998,.14,0,0,0,0,.133,.42199999,.059,0,1.821,3.688,0,.264,11.724,.264,0,7.0739999,2.8340001,0,7.0630002,0,4.0040002,52.419998,0,0,0,0,0,.17900001,.31900001,.058,0,1.4299999,3.2809999,0,.45899999,14.132,.45899999,0,8.0360003,3.326,0,10.538,0,5.3629999,52.991001,.139,0,0,0,0,.248,.59600002,.052,0,2.23,3.2179999,0,.528,13.824,.528,0,9.2259998,3.0929999,0,9.4630003,0,3.8629999
